-3.578869514764515536e-01,1.114346282812587186e+00
-5.997342248736068360e-01,9.102700170435893412e-01
-2.118251074460033578e+00,1.007063633551907644e+00
-1.253930770778843851e+00,8.183525617948816944e-01
-7.448564606560608148e-01,-9.644232214735750652e-01
-1.322590750577067764e+00,9.609049875299967569e-01
-3.424754618846570509e-01,9.646152502602622913e-01
-1.348819553469419619e+00,-2.904418074241115200e+00
-1.384484362580281847e+00,-1.400062274208591973e+00
-6.417999102718749960e-01,9.711396978011052061e-01
-3.231614786402369432e+00,5.783225415165414995e-01
-7.280225455468343210e-01,-7.212038424704569906e-01
-1.758275176162833908e+00,-1.950257021096567511e+00
-5.234390515559879109e-01,-1.164555841584802964e+00
-7.893845964163861417e-01,1.134588405262257016e+00
-2.003382735952867311e+00,1.129985544162937616e+00
-1.271638769741294750e+00,1.075872379996170247e+00
-1.085560797234716546e+00,7.666336401683386814e-01
-1.477299249377524326e+00,1.296691418365355508e+00
-1.134525774307547419e+00,-8.934132069787453778e-01
-2.118173020656314520e+00,1.028561647124266454e+00
-9.804585873594491297e-01,1.224970028636645614e+00
1.363199281334579460e-01,1.134084621114925806e+00
2.735915392599297391e-01,8.172139423669017022e-01
-3.981791794244560201e-01,1.234950631432066626e+00
-5.216566599719484332e-01,1.372828803211028736e+00
-1.906039407027021682e+00,-1.922131623830062752e+00
3.425643328196792403e-01,6.251565894274224711e-01
-2.499571929236473089e+00,1.012111975239784467e+00
-6.426349895869338802e-01,7.327575188891599645e-01
-6.095273792239924715e-01,8.991133867058851425e-01
-1.859471364286156891e+00,-4.059994847431931397e+00
-1.239017066618813612e+00,1.295138264498945091e+00
-1.159216750053822187e+00,-1.456283312302193211e+00
4.681338643784398457e-01,-3.549020845749004671e-01
-1.225013607768298485e+00,4.630240947772659155e-01
-1.452149255074129508e+00,-6.513799472751785613e-01
-1.879753633011908009e+00,5.617043609734351239e-01
-1.328775212745248790e+00,7.638012842357870813e-01
-1.709679792499493090e+00,6.268182046857089240e-01
-8.574836337525904018e-01,-6.363436257658250383e-01
-6.138630706902659107e-02,-9.588872812323112615e-01
-1.409908874474008478e+00,8.382701958591936009e-01
4.125215665769528250e-01,5.273188178129766257e-01
-1.434500538268091763e+00,-1.423618656381497871e+00
-2.366785343390669372e+00,1.061915647336709068e+00
2.068373254283268903e-01,2.539422217903219980e-01
-1.152400328145792407e+00,-7.573940132111662837e-01
-6.860073818497729459e-01,1.441406150892857507e+00
1.873065564638407565e-01,-7.530785939773223525e-01
-3.037012694523267831e-01,-4.843587478186559547e-01
-1.481197161283617891e+00,1.089487928437365749e+00
-2.518179771712562021e-01,9.100373894156233989e-01
-3.929230060086719156e-02,1.374944866612044514e+00
-1.345583062057075896e+00,-1.966141191032948710e+00
-4.598366483633734569e-01,-1.048877170903213640e+00
-9.502803235046489716e-01,-9.090715733601804072e-01
-2.921757473290739204e-01,6.433786715070319850e-01
