1.788299822800279104e+00,2.157831378240725462e-01
1.825741867513756667e+00,4.950867268300487845e-01
4.707481041502313834e-01,4.049465024404295121e-01
-4.105017878318761859e-01,1.289986523720733747e+00
2.070300909264561895e+00,-1.512829325926583479e-01
1.416003508563751234e-01,-3.844149422542038064e-01
-4.518373300309055374e-01,7.534857404798493974e-01
1.808784635985661027e-01,6.076847689855682244e-01
-5.630719067085099283e-01,9.286087629624601991e-01
2.072837392667716383e+00,2.634644608345729777e-01
1.772567298583653361e+00,1.872841043911331882e-01
2.401202265805547631e-01,1.123059139024719766e+00
1.889033952662142468e+00,1.955501358796623013e-01
1.938633449716582913e+00,3.110500683404145983e-01
1.924473763276569049e-01,1.004742933071099076e+00
3.790512086233361888e-01,-4.615735110939673258e-01
2.089181717852159892e-01,2.047402747546284152e-01
2.152825502477187847e+00,2.788731159327989539e-02
7.341884893395565770e-02,6.658628791029641558e-01
1.170709302818005115e+00,-4.626782367257450401e-01
1.041133089429793213e+00,9.039252619753830320e-01
7.901784145985345509e-01,-4.714499947535733537e-01
1.501308062807681365e+00,-5.192870857605214052e-01
1.327191082285933188e+00,-4.509707880097496013e-01
2.785880002201174821e-01,1.361957792229238073e+00
1.991401617580861760e+00,-9.992108805774641000e-02
9.073631582258345762e-02,5.212880803285266929e-01
-1.141936816523855480e+00,3.800616018719147893e-01
9.672015028964864314e-01,4.400603443617800981e-01
-1.717967437061901359e-01,-1.045193925540688351e-01
8.379507493525878425e-01,4.095895559854595414e-01
5.684323184411257390e-01,7.996235999971533781e-01
7.601233156267865887e-01,6.877032184792148950e-01
1.069213491253037995e+00,-7.012288409854245952e-01
1.054999148639937268e+00,3.474529206144423843e-01
6.011220569193007623e-01,-6.335360567988868041e-01
-9.694731164748442431e-01,5.789478106164857030e-01
-6.290539081830877066e-01,8.305452883682552523e-01
-8.840631169853776505e-01,9.715552060801321277e-01
-9.477619141316045992e-01,2.348785981444543591e-01
4.915716095195032942e-01,5.136536202631660775e-01
-1.865767831677199173e-01,2.368467321143370996e-01
1.218720995551745734e+00,4.728128159381621565e-01
5.272847860131009146e-01,7.205390805605491611e-01
9.572425455808894479e-02,1.404905181958906901e+00
-1.116294637304738879e+00,1.841413011454745563e-02
-5.948618353707757489e-01,1.030448909055347029e+00
-3.294939314639605543e-01,9.264230744995095579e-01
1.080397023048656202e-01,9.528339132889074303e-01
6.729330903309849177e-01,5.791139877353770338e-01
7.435697519756150342e-01,-4.500611669374022794e-01
-9.376953017477238639e-01,3.636211802683055883e-01
-4.374973974816767086e-01,8.224517669126423236e-01
5.730599643712864788e-01,-4.405375849129140042e-01
1.488385462801179893e+00,-1.727620869922007474e-01
-6.005246305770304271e-01,1.280655980867292154e+00
-1.012669946476347782e-01,1.246929843729335796e-01
-7.036955414268520892e-01,6.682402991174311024e-01
1.173738250410001793e+00,-5.466400348198355852e-01
-5.005451711289732319e-01,6.825364178236933421e-01
1.463789634151511532e+00,-4.475243480578529054e-01
6.496698474779034616e-01,9.806429047904405838e-01
8.193956806754465472e-01,3.796925674629517133e-01
-1.007596821446023139e+00,2.455430080850448116e-01
4.845075377238245995e-01,-5.533849036216914596e-02
-8.344212199589207124e-02,-6.094990796688941337e-02
